Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (External issue ID),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update documentation on how to make smaller WASM files,STL-1601,40381,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,agunde,agunde,agunde,04/Jun/19 11:08 PM,04/Jun/19 11:08 PM,28/Oct/23 3:34 AM,,,,,,,,,,,,0,,,,,,"Research the changes needed to automatically reduce the size of a compiled WASM file.

The Sabre doc ""Compiling the Contract"" recommends using a script to reduce the size of a compiled WASM file: [https://sawtooth.hyperledger.org/docs/sabre/nightly/master/application_developer_guide.html#compiling-the-contract]

The doc has a link to a web page that which references the wasm-gc script: [https://www.hellorust.com/news/native-wasm-target.html]

However, the wasm-gc repo has information about recent changes that make the script unnecessary: [https://github.com/alexcrichton/wasm-gc] .

The best way to reduce the size of the wasm binaries should be researched and added to the documentation",,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1588,,,No,,,,Unset,No,,,"1|i00qgc:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),agunde,,,,,,,,,,,,,,,,,,
Properly marshall TpProcessRequest through entrypoint,STL-1602,40383,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,agunde,agunde,agunde,04/Jun/19 11:11 PM,04/Jun/19 11:11 PM,28/Oct/23 3:34 AM,,,,,,,,,,,,0,,,,,,"Currently only the signer, signature, and payload are available in the smart contract. This needs to be updated so the entire TpProcessReqeust is available.",,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1588,,,No,,,,Unset,No,,,"1|i00qgs:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),agunde,,,,,,,,,,,,,,,,,,
Expose all capablities of the TransactionContext to a Sabre Smart Contract,STL-1603,40387,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,RobinBanks,agunde,agunde,04/Jun/19 11:27 PM,18/Jun/19 4:04 AM,28/Oct/23 3:34 AM,,,,,,,,,,,,0,,,,,,"Currently, only the exposed capabilities are get, set, and delete state. Adding events and recipet data should also be exposed for full compatibility with a Transaction processor.",,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1588,,,No,,,,Unset,No,,,"1|i00qdu:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),agunde,,,,,,,,,,,,,,,,,,
Publish Swift SDK autogenerated docs,STL-1604,40398,,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ryanbeck,achenette,pschwarz,05/Jun/19 12:50 AM,08/Jun/19 4:55 AM,28/Oct/23 3:34 AM,08/Jun/19 4:54 AM,,,,,,,,,,,0,,,,,,Publish the Swift auto-generated docs and make the link available,,pschwarz,ryanbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1539,,,No,,,,Unset,No,,,"1|i00q6a:9",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),pschwarz,ryanbeck,,,,,,,"08/Jun/19 4:55 AM;ryanbeck;swift docs can be found at [https://sawtooth.hyperledger.org/docs/sdk-swift/nightly/master/];;;",,,,,,,,,,
Publish mobile Swift SDK tutorial,STL-1605,40399,,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ryanbeck,achenette,pschwarz,05/Jun/19 12:50 AM,08/Jun/19 4:55 AM,28/Oct/23 3:34 AM,08/Jun/19 4:55 AM,,,,,,,,,,,0,,,,,,"Publish the Java and Swift SDK tutorials, ""Using the (language) SDK"", and make the links available for the sawtooth-core docs.

This task assumes that the Java and Swift mobile SDKs should be included in the sawtooth-core TOC for the Chime release.",,pschwarz,ryanbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1539,,,No,,,,Unset,No,,,"1|i00q6a:i",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),pschwarz,ryanbeck,,,,,,,"08/Jun/19 4:55 AM;ryanbeck;swift docs can be found at [https://sawtooth.hyperledger.org/docs/sdk-swift/nightly/master/];;;",,,,,,,,,,
Add consensus endpoint to Ubuntu NW proc in App Dev Guide,STL-1606,40402,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,05/Jun/19 2:40 AM,11/Jun/19 11:41 PM,28/Oct/23 3:34 AM,11/Jun/19 11:41 PM,Sawtooth Version 1.2,,Sawtooth Version 1.2,,Documentation,,,,,,0,Documentation,,,,,"The Prerequisites section in ""Using Ubuntu for a Sawtooth Test Network"" needs to include the ``consensus`` bind setting and mention the default (5050).

[https://sawtooth.hyperledger.org/docs/core/nightly/master/app_developers_guide/ubuntu_test_network.html#prerequisites]",,achenette,,,,,,,,,,,,,,,,,,,,STL-1553,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1539,,,No,,,,Unset,No,,,"1|i00pt2:r",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Write initial Which Consensus? topic,STL-1607,40411,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,05/Jun/19 5:55 AM,11/Jun/19 4:37 AM,28/Oct/23 3:34 AM,11/Jun/19 4:37 AM,,,Sawtooth Version 1.2,,Documentation,,,,,,0,Documentation,,,,,"Create a single topic that consolidates and summarizes consensus information (requirements, settings, tips, etc.) for devmode, PoET, PBFT, and Raft. Ideally, this topic should explain the pros/cons and best-practice tips for when to use each type of consensus.

This high-level topic may require several rounds of reviews and rewrites to fine-tune the information. This story covers the initial version and first round of reviews.",,achenette,,,,,,,,,,,,,,,,,,,,STL-1553,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1539,,,No,,,,Unset,No,,,"1|i00qks:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
"Contexts leaked on Unscheduled, Inflight Transactions",STL-1609,40431,,Bug,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,pschwarz,pschwarz,pschwarz,06/Jun/19 5:56 AM,06/Jun/19 5:56 AM,28/Oct/23 3:34 AM,,1.0,1.1,,,,,,,,,0,,,,,,"Contexts are leaked when a transaction has been sent for execution by the executor, but unscheduled while in flight.  When the executor sets the result on the scheduler, it silently returns, and nothing is done with the outstanding context.",,pschwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|i00qno:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),pschwarz,,,,,,,,,,,,,,,,,,
"Change Default Key of sawset CLI, or make ""--key"" Mandatory",STL-1610,40447,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,,Atlowell,Atlowell,07/Jun/19 1:04 AM,17/Oct/19 6:05 AM,28/Oct/23 3:34 AM,,1.1,Sawtooth Version 1.2,,,sawtooth CLI,,,,,,0,cli,sawset,sawtooth,,,"If no ""–key"" argument is specified for the ""sawset genesis"" CLI command (and other sawset commands as well), the userkey is used.  While this is good practice for other CLI commands, users may want sawset to use the validator keypair instead.  The system administrator and developer guides recommend different strategies.  This can lead to confusing behavior for a user.

In testing, failing to specifiy a validator key (thus causing the user key to be the default) has led to issues, and this may be a cause of STL-1535.  Further testing will be needed to prove this link.

Proposed solution is to either change the default signer key for sawset genesis (and perhaps other commands) to the validator key, or make the ""key"" CLI argument mandatory.",,Atlowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|i00qr8:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Atlowell,,,,,,,,,,,,,,,,,,
Include javadocs for client library and transaction processor,STL-1611,40448,,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,dplumb,ryanbeck,ryanbeck,07/Jun/19 1:31 AM,28/Jun/19 11:33 PM,28/Oct/23 3:34 AM,28/Jun/19 11:33 PM,Sawtooth Version 1.2,,Sawtooth Version 1.2,,,,,,,,0,,,,,,"Currently docs are only being generated for the signing library. This includes adding links to the sdk docs: [https://sawtooth.hyperledger.org/docs/sdk-java/nightly/master/sdk_api_ref.html]

It should match the format of the other sdk docs.",,ryanbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1539,,,No,,,,Unset,No,,,"1|i00qrv:szi",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),ryanbeck,,,,,,,,,,,,,,,,,,
Chime poet-engine error,STL-1612,40480,,Bug,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,mfford,rberg2,rberg2,08/Jun/19 6:42 AM,08/Jun/19 6:49 AM,28/Oct/23 3:34 AM,,,,,,,,,,,,0,,,,,,"{code:java}
Jun 07 21:33:49 lr7b-node0 poet-engine[5773]: [2019-06-07 21:33:49.838 DEBUG  engine] Received message: CONSENSUS_NOTIFY_BLOCK_VALIDJun 07 21:33:49 lr7b-node0 poet-engine[5773]: [2019-06-07 21:33:49.847 ERROR  engine] Unhandled exception in message loopJun 07 21:33:49 lr7b-node0 poet-engine[5773]: Traceback (most recent call last):Jun 07 21:33:49 lr7b-node0 poet-engine[5773]:  File ""/usr/lib/python3/dist-packages/sawtooth_poet_engine/engine.py"", line 184, in startJun 07 21:33:49 lr7b-node0 poet-engine[5773]:   handle_message(data)Jun 07 21:33:49 lr7b-node0 poet-engine[5773]:  File ""/usr/lib/python3/dist-packages/sawtooth_poet_engine/engine.py"", line 226, in _handle_valid_blockJun 07 21:33:49 lr7b-node0 poet-engine[5773]:   self._pending_forks_to_resolve.push(block)Jun 07 21:33:49 lr7b-node0 poet-engine[5773]:  File ""/usr/lib/python3/dist-packages/sawtooth_poet_engine/pending.py"", line 35, in pushJun 07 21:33:49 lr7b-node0 poet-engine[5773]:   del self._blocks[block.previous_id]Jun 07 21:33:49 lr7b-node0 poet-engine[5773]: KeyError: b'L,\x88\x98m\x7f\xba\x86Cw\xf4N\xafB\xa4\xf46\n\xfb\xc9aZ\x05]\xfcs5=7\xbb#AV0T[\x1b\x00\xd3\x9e\xd3${\x8a\x08\x80\xf6%$MP?\xd6\x1f\xf3G\x86\x17\xe9\x83\xf6\xd8%\xfe'
{code}",,rberg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|i00qxo:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rberg2,,,,,,,,,,,,,,,,,,
Compilation error 'Unable to detect OpenSSL version',STL-1613,40511,,Bug,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,kodonnel,kodonnel,11/Jun/19 8:57 AM,25/Jun/19 12:29 AM,28/Oct/23 3:34 AM,25/Jun/19 12:29 AM,,,,,Seth,,,,,,0,,,,,,"When running the build of Seth vs master, which has no new changes since the last successful build - we receive the following rust compilation error

 

 
{noformat}
error: failed to run custom build command for `openssl v0.9.24`
process didn't exit successfully: `/project/sawtooth-seth/cli/target/debug/build/openssl-7d464e70a21ffa53/build-script-build` (exit code: 101)
--- stderr
thread 'main' panicked at 'Unable to detect OpenSSL version', /root/.cargo/registry/src/github.com-1ecc6299db9ec823/openssl-0.9.24/build.rs:16:14
note: Run with `RUST_BACKTRACE=1` environment variable to display a backtrace.

warning: build failed, waiting for other jobs to finish...
error: build failed
Service 'seth-cli' failed to build: The command '/bin/sh -c cargo build && cp ./target/debug/seth /project/sawtooth-seth/bin/seth' returned a non-zero code: 101{noformat}
The base image is pulling in  openssl-amd64-1.1.1-1ubuntu2.1~18.04.1 which is incompatible with cargo's openssl v0.9.24.  

For what it's worth it looks to me as if that is getting selected because of reqwest 0.8.8 which is subject to this issue (see [https://github.com/seanmonstar/reqwest/issues/336)] 

Since nothing has changed in the source, I can only presume this break sources either from the openssl getting updated in the base version, or from upstream in the sawtooth-rust-sdk or other.

 

 ",,kodonnel,pschwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|i00r4c:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),kodonnel,pschwarz,,,,,,,"19/Jun/19 12:00 AM;pschwarz;This has been fixed as of: https://github.com/hyperledger/sawtooth-seth/pull/106

 ;;;",,,,,,,,,,
Update Sabre Version number to 0.4,STL-1614,40519,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,agunde,agunde,agunde,11/Jun/19 10:21 PM,21/Jun/19 1:44 AM,28/Oct/23 3:34 AM,21/Jun/19 1:44 AM,,,,,,,,,,,0,,,,,,This release number will be used for the release that adds logging to the sabre sdk,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,GRID-37,,,No,,,,Unset,No,,,"1|i00qrv:9",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),agunde,,,,,,,,,,,,,,,,,,
Release Sabre 0.4,STL-1615,40520,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ryanbeck,agunde,agunde,11/Jun/19 10:22 PM,26/Jun/19 11:38 PM,28/Oct/23 3:34 AM,26/Jun/19 11:38 PM,,,,,,,,,,,0,,,,,,Release Sabre 0.4 which adds logging to a sabre contract,,agunde,,,,,,,,,,,,,,,,STL-1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,GRID-37,,,No,,,,Unset,No,,,"1|i00qrv:i",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),agunde,,,,,,,,,,,,,,,,,,
Update the Grid contracts to be able to log,STL-1616,40521,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,agunde,agunde,agunde,11/Jun/19 10:26 PM,01/Jul/19 11:45 PM,28/Oct/23 3:34 AM,01/Jul/19 11:45 PM,,,,,,,,,,,0,,,,,,"This includes updating the version of the sabre sdk in their Cargo.toml, removing conditional on log statements so wasm does not print and adding log statement for when there is an invalid transaction. This will allow users/developers to know why a transaction failed.",,agunde,,,,,,,,,,,,,,STL-1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,GRID-37,,,No,,,,Unset,No,,,"1|i00qrv:r",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),agunde,,,,,,,,,,,,,,,,,,
Broken link for JavaScript SDK in documentation,STL-1617,40554,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,arsulegai,johnfranklin,johnfranklin,13/Jun/19 6:58 PM,14/Jun/19 2:20 PM,28/Oct/23 3:34 AM,,,,1.1,,,,,,,,0,Documentation,Sawtooth,,,,The link to JavaScript sdk in [https://sawtooth.hyperledger.org/docs/core/releases/1.1/sdks.html#javascript] returns a 'Page not found' error.,,johnfranklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|i00rb8:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),johnfranklin,,,,,,,,,,,,,,,,,,
AWS Marketplace image can't process transactions,STL-1618,40602,,Bug,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,mfford,andrew-scantrust,andrew-scantrust,17/Jun/19 12:37 PM,17/Jun/19 12:37 PM,28/Oct/23 3:34 AM,,,,,,,,,,,,0,,,,,,"A default, out of the box AWS marketplace based sawtooth instance (v1.1.4) is unable to process transactions.  I have repeated this process on 3 separate nodes, with the same results. 

It is possible to fix this by opening up the sawtooth ports to the local subnet and rebooting the box.
 * NO configuration has been created or modified (in /etc/sawtooth)
 * Using ami-092d2d11e82fbf971 in ap-northeast-2
 * launch new instance, allowing only ssh

{code:java}
ssh ubuntu@public-ip
sawtooth transaction list # shows 1 transaction
sudo -H -u sawtooth intket set mykey 100
sawtooth transaction list # shows 1 transaction
curl http://127.0.0.1:8008/batch_statuses?id=...
 > ""pending""
{code}
After opening 4004/5050/8800/8008 and rebooting, *transactions are processed*.  However, the transactions submitted previously are gone (they were always in pending, I'm guessing that is why)

!image-2019-06-17-11-07-25-793.png!

 In related news, after rebooting I have errors like this in the logs which make it feel like the unit files don't depend on each other properly and shutdown out of order.  
{code}
# cat rest_api-error.log
[02:49:46.385 [MainThread] base_events ERROR] Task was destroyed but it is pending!
task: <Task pending coro=<StateDeltaSubscriberHandler._handle_disconnect() running at /usr/lib/python3/dist-packages/sawtooth_rest_api/state_delta_subscription_handler.py:175>>

# cast validator-error.log
[02:54:31.835 [MainThread] (unknown file) ERROR] error executing main
Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/sawtooth_validator/server/cli.py"", line 290, in main
    validator.stop()
  File ""/usr/lib/python3/dist-packages/sawtooth_validator/server/core.py"", line 489, in stop
    if not t.is_alive():
  File ""/usr/lib/python3.5/threading.py"", line 1113, in is_alive
    self._wait_for_tstate_lock(False)
  File ""/usr/lib/python3.5/threading.py"", line 1069, in _wait_for_tstate_lock
    assert self._is_stopped
AssertionError
{code}
h2. Upgrading to v1.1.5

Attempting to upgrade the base 1.1.4 image to 1.1.5 goes smoothly from the package side.  However, I haven't found any way to get any transactions to process on it. 

There are no errors in the validator/rest-api logs (except for the same error it shows on reboot).

!image-2019-06-17-11-28-47-204.png!","AWS
Marketplace 1.1.4 AMI",andrew-scantrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Jun/19 11:52 AM;andrew-scantrust;image-2019-06-17-10-52-23-277.png;https://jira.hyperledger.org/secure/attachment/17322/image-2019-06-17-10-52-23-277.png","17/Jun/19 12:07 PM;andrew-scantrust;image-2019-06-17-11-07-25-793.png;https://jira.hyperledger.org/secure/attachment/17321/image-2019-06-17-11-07-25-793.png","17/Jun/19 12:28 PM;andrew-scantrust;image-2019-06-17-11-28-47-204.png;https://jira.hyperledger.org/secure/attachment/17320/image-2019-06-17-11-28-47-204.png",,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|i00rkk:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-scantrust,,,,,,,,,,,,,,,,,,
PBFT lr7 10 node chime testing,STL-1619,40626,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,rberg2,rberg2,rberg2,18/Jun/19 12:25 AM,25/Jul/19 11:36 PM,28/Oct/23 3:34 AM,25/Jul/19 11:36 PM,Sawtooth Version 1.2,,Sawtooth Version 1.2,,,,,,,,0,,,,,,"Create a 10 node network, run it for a while, then stop 2 nodes for an hour or so and restart.",,rberg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1539,,,No,,,,Unset,No,,,"1|i00ro4:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rberg2,,,,,,,,"17/Jul/19 3:01 AM;rberg2;07/16/2019 10:37 node 9 stopped for 1 min, caught up 116 blocks at 10:43

07/16/2019 10:50 node 8 stopped for 5 min, caught up 310 blocks at 11:06

07/16/2019 11:10 node 7 stopped for 10 min, caught up 331 blocks at 11:29

07/16/2019 11:35 node 6 stopped for 25 min, 793 blocks behind when restarted.

    - The validator erred with a known python issue, once restarted at 15:00 this node now has 4392 blocks to process to catch up.

    - Caught up at 19:18

 ;;;","18/Jul/19 1:37 AM;rberg2;07/17/2019 10:10 node 5 stopped for 40 min. 1163 blocks behind. Caught back up at 10:54

07/17/2019 11:36 node 4 stopped for 2 hours caught up 3570 blocks at 16:00

07/17/2019 17:02 node 3 stopped for 5 hours and ran out of memory trying to catch up 8730 blocks;;;","19/Jul/19 1:26 AM;rberg2;07/18/2019 11:25 node 2 stopped for 3.5 hours

  - This node stopped making progress at 16:11 after catching up 7590 blocks. nothing logged after this time. Once sawtooth was restarted the node finished catch up.  For a total of 8410 blocks over 2 attempts.;;;",,,,,,,,
