Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (External issue ID),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Implement Client Builder for Javascript SDK,STL-855,23938,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,mfford,agunde,agunde,15/Nov/17 5:39 AM,21/May/19 11:34 PM,28/Oct/23 3:34 AM,,,,,,,,0,APIstability,Needs-Review,,,,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyn3j:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Client Signer for Javascript SDK,STL-856,23939,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,pschwarz,agunde,agunde,15/Nov/17 5:39 AM,21/Nov/17 2:02 AM,28/Oct/23 3:34 AM,21/Nov/17 2:02 AM,,,,,,,0,,,,,,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-685,,,,,,,,,,"1|hzylo7:",,,,,,Sprint 45,,,,,,,,,,,2.0,,,,,,,,,,,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Validate validator protobuf message input in message handlers,STL-857,23983,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,,adamludvik,adamludvik,17/Nov/17 4:29 AM,25/May/19 12:01 AM,28/Oct/23 3:34 AM,,Valdator Server,,,,,,0,Needs-Review,,,,"* Ensure that all input meets specifications.
 * Validate all input to ensure that it is in the expected form, does not contain unwanted garbage or executable characters to ensure that an overflow, improper access or other unexpected behavior cannot occur as a result of consuming the input.
 * Proper handling of invalid input: Use exception handling or other programmatic methods to ensure overflow or unexpected behavior is handled properly.
 * Verify that unit tests exercise positive and negative input validation, document if coming up short",,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwz7j:",,,,,,Sprint 45,,,,,,,,,,,3.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait option on sawtooth batch submit CLI fails,STL-858,23991,Bug,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,mithun2679,dan.middleton@intel.com,dan.middleton@intel.com,17/Nov/17 6:54 AM,19/May/18 1:08 AM,28/Oct/23 3:34 AM,19/May/18 1:08 AM,sawtooth CLI,,,,,,0,,,,,"batch submit works fine for this batch but adding the --wait option throws a stack trace.

 

sawtooth batch submit -f poet-settings.batch --url http://rest-api:8080 --wait

batches: 1,  batch/sec: 53.31448691385644

Traceback (most recent call last):(

  File ""/project/sawtooth-core/cli/sawtooth_cli/main.py"", line 160, in main_wrapper

    main()

  File ""/project/sawtooth-core/cli/sawtooth_cli/main.py"", line 144, in main

    do_batch(args)

  File ""/project/sawtooth-core/cli/sawtooth_cli/batch.py"", line 152, in do_batch

    do_batch_submit(args)

  File ""/project/sawtooth-core/cli/sawtooth_cli/batch.py"", line 275, in do_batch_submit

    if all(s.status == 'COMMITTED' for s in statuses):

  File ""/project/sawtooth-core/cli/sawtooth_cli/batch.py"", line 275, in <genexpr>

    if all(s.status == 'COMMITTED' for s in statuses):

AttributeError: 'dict' object has no attribute 'status'",,dan.middleton@intel.com,mithun2679,pschwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwz6f:",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,dan.middleton@intel.com,mithun2679,pschwarz,,,,,,"16/Apr/18 2:25 PM;mithun2679;while reproducing this scenario noticed below error as well when wait option is added --

 

sawtooth-validator-default | Traceback (most recent call last):
sawtooth-validator-default |   File ""/usr/lib/python3/dist-packages/sawtooth_validator/concurrent/threadpool.py"", line 85, in wrapper
sawtooth-validator-default |     return_value = fn(*args, **kwargs)
sawtooth-validator-default |   File ""/usr/lib/python3/dist-packages/sawtooth_validator/state/client_handlers.py"", line 120, in handle
sawtooth-validator-default |     response = self._respond(request)
sawtooth-validator-default |   File ""/usr/lib/python3/dist-packages/sawtooth_validator/state/client_handlers.py"", line 652, in _respond
sawtooth-validator-default |     request.timeout)
sawtooth-validator-default |   File ""/usr/lib/python3/dist-packages/sawtooth_validator/state/client_handlers.py"", line 610, in wait_for_batches
sawtooth-validator-default |     self._statuses, batch_ids, self._batch_tracker)
sawtooth-validator-default |   File ""/usr/lib/python3/dist-packages/sawtooth_validator/state/client_handlers.py"", line 550, in _format_batch_statuses
sawtooth-validator-default |     txn_info['transaction_id'] = txn_info.pop('id')
sawtooth-validator-default | KeyError: 'id'
sawtooth-validator-default | [2018-04-12 13:31:52.688 DEBUG    dispatch] Ignoring None handler result, likely due to an unhandled error while executing the handler
sawtooth-rest-api-default | [2018-04-12 13:36:52.764 WARNING  route_handlers] Timed out while waiting for validator response
sawtooth-validator-default | [2018-04-12 13:38:33.870 ERROR    threadpool] (Client) Unhandled exception during execution of task _ClientRequestHandler.handle;;;","19/May/18 1:04 AM;dan.middleton@intel.com;fixed in master in https://github.com/hyperledger/sawtooth-core/commit/82318837b8114ce29ced7b6297688069a05189be;;;",,,,,,,,,,,,,,,,,,,,,
Make peer threshold configurable ,STL-859,24037,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,agunde,agunde,agunde,21/Nov/17 1:18 AM,06/Dec/17 2:35 AM,28/Oct/23 3:34 AM,06/Dec/17 2:35 AM,,,,,,,0,,,,,,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwz1r:",,,,,,Sprint 46,,,,,,,,,,,1.0,,,,,,,,,,,,agunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test bulk import,STL-860,24040,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,mfford,adamludvik,adamludvik,21/Nov/17 3:25 AM,21/Nov/17 3:48 AM,28/Oct/23 3:34 AM,21/Nov/17 3:25 AM,,,,,,,0,Raft,,,,This isn't a real story,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzynlr:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create block validation pipeline,STL-862,24042,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,01/May/18 4:23 AM,28/Oct/23 3:34 AM,01/May/18 4:23 AM,,,,,,,0,CE-Arch.,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzwuw7:",,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement observer pattern for block validation,STL-863,24043,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Arch.,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz3wv:",,,,,,Sprint 50,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Implement single reader/writer for Block Store, all other access through Block Cache",STL-864,24044,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:34 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Arch.,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwz8f:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement single cache for batches,STL-865,24045,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Arch.,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwz8n:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Define how dynamic, pluggable consensus works",STL-866,24046,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Arch.,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwutz:",,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give Consensus Proxy control of Block Publisher, Chain Controller",STL-867,24047,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:34 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Arch.,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuvz:",,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Verify Publisher, Controller, and Proxy interact correctly (Integration tests)",STL-868,24048,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Arch.,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuu7:",,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create new message handlers (Pass through to proxy),STL-869,24049,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,24/May/18 3:52 AM,28/Oct/23 3:34 AM,24/May/18 3:52 AM,,,,,,,0,CE-Msgs,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzz3zr:",,,,,,Sprint 50,Sprint 51,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement consensus proxy interface,STL-870,24050,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,drozd,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:34 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Proxy,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuof:",,,,,,Sprint 50,,,,,,,,,,,5.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit test consensus message handlers,STL-871,24051,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,24/May/18 3:52 AM,28/Oct/23 3:34 AM,24/May/18 3:52 AM,,,,,,,0,CE-Msgs,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzz3zz:",,,,,,Sprint 50,Sprint 51,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Event handlers,STL-872,24052,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,25/Apr/18 6:28 AM,28/Oct/23 3:34 AM,25/Apr/18 6:28 AM,,,,,,,0,CE-SDK,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzz3wn:",,,,,,Sprint 50,,,,,,,,,,,3.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Block creation,STL-873,24053,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,pschwarz,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-SDK,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuvr:",,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Block management,STL-874,24054,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,25/Apr/18 6:28 AM,28/Oct/23 3:34 AM,25/Apr/18 6:28 AM,,,,,,,0,CE-SDK,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzz3xr:",,,,,,Sprint 50,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Query methods,STL-875,24055,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,25/Apr/18 6:28 AM,28/Oct/23 3:34 AM,25/Apr/18 6:28 AM,,,,,,,0,CE-SDK,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzz3x3:",,,,,,Sprint 50,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Engine methods,STL-876,24056,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,25/Apr/18 6:28 AM,28/Oct/23 3:34 AM,25/Apr/18 6:28 AM,,,,,,,0,CE-SDK,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-814,,,,,,,,,,"1|hzz3xb:",,,,,,Sprint 50,,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Verify handlers, proxy, and SDK interact correctly (Integration tests)",STL-877,24057,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:34 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Test,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuuk:",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unconsensus Engine for testing,STL-878,24058,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Test,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuvj:",,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verify Engine and Validator communicate correctly,STL-879,24059,New Feature,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,21/May/19 11:34 PM,28/Oct/23 3:34 AM,,,,,,,,0,CE-Test,Needs-Review,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuvb:",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement Raft with Consensus Engine SDK,STL-881,24061,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,23/Jun/18 1:01 AM,28/Oct/23 3:34 AM,23/Jun/18 1:01 AM,,,,,,,0,Raft,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-1131,,,,,,,,,,"1|hzzdpr:",,,,,,Sprint 52,,,,,,,,,,,5.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Raft consensus engine,STL-882,24062,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,21/Nov/17 3:30 AM,12/Jul/18 10:05 PM,28/Oct/23 3:34 AM,12/Jul/18 10:05 PM,,,,,,,0,Raft,,,,See design doc for details,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-1131,,,,,,,,,,"1|hzzdpz:",,,,,,Sprint 52,Sprint 53,,,,,,,,,,2.0,,,,,,,,,,,,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rewrite transaction submission doc to remove Encoder references,STL-884,24070,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,pschwarz,pschwarz,pschwarz,21/Nov/17 6:57 AM,28/Nov/17 4:06 AM,28/Oct/23 3:34 AM,28/Nov/17 4:05 AM,,,,,,,0,,,,,,,pschwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwz6v:",,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,pschwarz,,,,,,,,"28/Nov/17 4:06 AM;pschwarz;Finished in Sprint 45, but untracked there.;;;",,,,,,,,,,,,,,,,,,,,,,
TP Addressing Packages,STL-885,24404,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,boydjohnson,boydjohnson,mfford,22/Nov/17 12:28 AM,05/Dec/17 1:33 AM,28/Oct/23 3:34 AM,05/Dec/17 1:33 AM,,,,,,,0,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-894,,,,,,,,,,"1|hzynpb:",,,,,,Sprint 46,,,,,,,,,,,2.0,,,,,,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP Create Repo-Enable Protobuffs,STL-886,24405,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,delventhalz,delventhalz,mfford,22/Nov/17 12:29 AM,02/Dec/17 2:02 AM,28/Oct/23 3:34 AM,02/Dec/17 2:02 AM,,,,,,,0,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-894,,,,,,,,,,"1|hzynpr:",,,,,,Sprint 46,,,,,,,,,,,1.0,,,,,,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Build TXN Encoder,STL-887,24406,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,boydjohnson,boydjohnson,mfford,22/Nov/17 12:30 AM,20/Dec/17 1:06 AM,28/Oct/23 3:34 AM,20/Dec/17 1:06 AM,,,,,,,0,,,,,,,mfford,,,,,,,,,,,,,,,,,,,STL-920,STL-923,STL-922,STL-924,STL-919,STL-921,STL-936,STL-937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-894,,,,,,,,,,"1|hzynpj:",,,,,,Sprint 46,,,,,,,,,,,2.0,,,,,,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LedgerSync Build ,STL-888,24407,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,delventhalz,delventhalz,mfford,22/Nov/17 12:31 AM,06/Dec/17 2:02 AM,28/Oct/23 3:34 AM,06/Dec/17 2:02 AM,,,,,,,0,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-894,,,,,,,,,,"1|hzynpz:",,,,,,Sprint 46,,,,,,,,,,,2.0,,,,,,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Loyalty Point Client ,STL-889,24408,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,delventhalz,delventhalz,mfford,22/Nov/17 12:31 AM,02/Dec/17 2:02 AM,28/Oct/23 3:34 AM,02/Dec/17 2:02 AM,,,,,,,0,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-894,,,,,,,,,,"1|hzynq7:",,,,,,Sprint 46,,,,,,,,,,,2.0,,,,,,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design API,STL-890,24409,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,dplumb,dplumb,mfford,22/Nov/17 12:32 AM,01/Dec/17 2:25 AM,28/Oct/23 3:34 AM,01/Dec/17 2:25 AM,,,,,,,0,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL-894,,,,,,,,,,"1|hzynqf:",,,,,,Sprint 46,,,,,,,,,,,2.0,,,,,,,,,,,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
