Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update fabapi NewUser method ,FABG-624,18859,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,firas.qutishat,firas.qutishat,30/Jun/17 10:34 PM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,24/Aug/17 11:23 PM,,,,,,,,0,,,Remove the client dependency when create new user,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzy6jj:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Init default logger if not set,FABG-625,24481,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,28/Nov/17 4:28 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,02/Dec/17 5:27 AM,,,,,,,,0,,,"Currently the lower level client package unit tests do not display logging messages because the logger isn't initialized.

We should change the logger initialization to create the default logger if no logger has been setup for the first log message.",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyo73:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
"Demonstrate "".json"" extension with the new file kvstore",FABG-626,27493,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,aleksandar.likic,aleksandar.likic,07/Feb/18 11:24 PM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,08/Feb/18 12:32 AM,,,,,,,,0,,,"FAB-7513 (change [https://gerrit.hyperledger.org/r/#/c/17547/] ) changed the default file extension of the new files produced by the filekeyvaluestore. Previously, it was "".json"", and now there is no extension (the key becomes the filename). This ticket demonstrates how to construct a new filekeyvaluestore that adds "".json"" to the store file names, to keep compatibility with previously created stores.",,aleksandar.likic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwzin:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,aleksandar.likic,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
SDK Go - Use docker hub fabric images in test suite,FABG-627,16742,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,16/May/17 3:10 AM,21/Jul/18 4:15 AM,28/Oct/23 3:24 AM,18/May/17 11:49 AM,,,,,,,,0,,,Update README and integration tests to use docker hub fabric images,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzxoov:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Hide deprecated methods behind build tag,FABG-628,26997,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,23/Jan/18 5:26 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,20/Mar/18 5:58 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwzrz:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
FabricProvider creates based on context or cfg,FABG-629,27522,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,08/Feb/18 9:12 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,09/Feb/18 9:14 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyw7j:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Replace channel with transactor in client,FABG-630,27406,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,05/Feb/18 7:50 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,23/Feb/18 7:25 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwzm7:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Always return TransactionID when a transaction is done,FABG-631,28727,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,denniskuhnert,denniskuhnert,denniskuhnert,21/Mar/18 7:04 PM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,22/Mar/18 3:09 AM,,,,,,,,0,sdk,,"When a transaction is stored to the ledger, the SDK should return the ID of the transaction.

Change InstantiateCC, UpgradeCC, SaveChannel and used functions accordingly, e.g.:
{code:java}
InstantiateCC(channelID string, req InstantiateCCRequest, options ...RequestOption) error
{code}

to
{code:java}
InstantiateCC(channelID string, req InstantiateCCRequest, options ...RequestOption) (fab.TransactionID, error)
{code}",,denniskuhnert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwt8n:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,denniskuhnert,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"21/Mar/18 7:15 PM;denniskuhnert;https://gerrit.hyperledger.org/r/c/19521/;;;",,,,,,,,,,,
unit-test: Remove duplicated code,FABG-632,30054,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Low,Done,,ping40,ping40,09/May/18 11:45 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,24/May/18 11:29 PM,,,,,,,09/May/18 12:00 AM,0,should,,,,ping40,,,,,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzz9bz:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,ping40,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"09/May/18 1:01 PM;ping40;https://gerrit.hyperledger.org/r/#/c/21595/;;;",,,,,,,,,,,
Add default txProposalResponseFilter,FABG-633,26405,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,firas.qutishat,firas.qutishat,05/Jan/18 3:04 AM,21/Jul/18 4:15 AM,28/Oct/23 3:24 AM,09/Jan/18 6:09 AM,,,,,,,,0,,,,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzysdj:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Organize integration tests folder,FABG-634,31637,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,04/Jul/18 5:23 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,20/Jul/18 1:13 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzzhiv:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
NewChannelService should lazy load to avoid error return,FABG-635,27749,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,15/Feb/18 4:42 AM,21/Jul/18 4:18 AM,28/Oct/23 3:24 AM,20/Mar/18 5:41 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwznr:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce Multi Errors type,FABG-636,27694,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,divyank,divyank,divyank,14/Feb/18 7:34 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,15/Feb/18 3:01 AM,,,,,,,,0,,,,,divyank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-606,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwzmf:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,divyank,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Fabric-ca client refactoring and test coverage,FABG-637,18973,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,firas.qutishat,firas.qutishat,firas.qutishat,05/Jul/17 11:31 PM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,06/Jul/17 2:02 AM,,,,,,,,0,,,,,firas.qutishat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzy6x3:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,firas.qutishat,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
SDK Go - Configuration should be based on consortium structure,FABG-638,17911,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,divyank,troyronda,troyronda,15/Jun/17 12:16 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,30/Jun/17 8:59 AM,,,,,,,,0,,,Change config yaml to reorganize based on consortium structure,,troyronda,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,FABG-425,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx41j:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Enable embedding the contents of the client cryptoconfig and organization cryptoPaths into the Go SDK Configs,FABG-639,25731,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,e-nikolov,e-nikolov,e-nikolov,14/Dec/17 12:23 PM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,09/Jan/18 10:32 AM,,,,,,,,1,,,"Currently the cryptoconfig is loaded from the file system based on a given path from the Go SDK config. It would be useful to extend the PEM embedding feature introduced in FAB-7307 to the cryptoconfig.

 

Achieving this would require changing the default credential manager and config provider.

 ",,e-nikolov,sudeshrshetty,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Dec/17 11:57 AM;e-nikolov;config_test_pem.yaml;https://jira.hyperledger.org/secure/attachment/13908/config_test_pem.yaml",,,,,,,,,Unset,,,,,,,,,,,,"1|hzx0hj:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,e-nikolov,sudeshrshetty,troyronda,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"17/Dec/17 3:58 AM;troyronda;Agree - I think it is a good idea to be able to embed cryptoconfig & cryptopaths.;;;","17/Dec/17 6:44 AM;e-nikolov;[~troyronda] From what I'm able to understand, the cryptopath for an organization can contain \{userName}, which is later replaced with the actual username in the 

GetSigningIdentity() method of the CredentialManager. If the cryptoconfig and paths would be embedded into the config, then the usernames would also have to be embedded there. Would that be a problem? How are new users added at the moment and would that have to change if the users are embedded now?

 ;;;","17/Dec/17 10:38 AM;e-nikolov;[~troyronda] Also I only see the PEMs inside the \{userName}/msp/keystore and \{userName}/msp/signcerts subdirectories being used in the SDK, are the others necessary?;;;","17/Dec/17 11:58 AM;e-nikolov;Please check the organizations section of the [^config_test_pem.yaml] for an example of how I plan to implement the embedded crypto config. Let me know if you see any problems with it.;;;","17/Dec/17 2:44 PM;e-nikolov;Submitted a change request in gerrit.;;;","21/Dec/17 5:13 AM;e-nikolov;[~troyronda] [~Baha-sk] I have some questions about the desired behaviour of the paths config for loading user private keys and certificates.

Since we will have 3 ways of loading the certificates, what should the priorities be if all 3 are specified?

Additionally, if the preferred method is specified, but contains an invalid PEM, do we fall back to the next option if such is specified, or do we return an error directly?

Thirdly, if all methods fail, should the error contain the underlying reasons why each method failed with some kind of a multi-error or just say that something went wrong without specifying the errors that cause each failure?;;;","23/Dec/17 2:23 AM;sudeshrshetty;[~e-nikolov]  Hope you go the answer for your queries.

Let me know if you need any more information. Also let me know if you already started working on it, otherwise I can do this change since some of my tasks are depending on this.;;;",,,,,
SDK Go - Upgrade to support 1.0.0,FABG-640,17907,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,15/Jun/17 12:05 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,12/Jul/17 4:33 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx3tr:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Broadcast failure on 1.0.0,FABG-641,19169,17907,Sub-task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,divyank,troyronda,troyronda,12/Jul/17 1:46 AM,19/Jul/18 10:29 PM,28/Oct/23 3:24 AM,12/Jul/17 4:33 AM,,,,,,,,0,,,"Running integration tests...
ok github.com/hyperledger/fabric-sdk-go/test/integration 144.706s coverage: 80.7% of statements
2017-07-11 12:44:35.719 EDT [fabric_sdk_go] InitConfigWithCmdRoot -> INFO 001 Using config file: ../../fixtures/config/config_test.yaml
2017-07-11 12:44:35.720 EDT [fabric_sdk_go] InitConfigWithCmdRoot -> INFO 002 fabric_sdk_go Logging level: info
12:44:35.720 [bccsp_sw] DEBU : KeyStore opened at [/tmp/msp/keystore]...done
12:44:35.720 [bccsp] DEBU : Initialize BCCSP [SW]
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/ordererOrganizations/example.com/users/Admin@example.com/keystore/ef8e88d28a86f23466ad378003d819561adbedc77fe90cc250424ce4de179a3c_sk
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/ordererOrganizations/example.com/users/Admin@example.com/signcerts/Admin@example.com-cert.pem
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org1.example.com/users/Admin@org1.example.com/keystore/9022d671ceedbb24af3ea69b5a8136cc64203df6b9920e26f48123fcfcb1d2e9_sk
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org1.example.com/users/Admin@org1.example.com/signcerts/Admin@org1.example.com-cert.pem
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org2.example.com/users/Admin@org2.example.com/keystore/5a983ddcbefe52a7f9b8ee5b85a590c3e3a43c4ccd70c7795bec504e7f74848d_sk
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org2.example.com/users/Admin@org2.example.com/signcerts/Admin@org2.example.com-cert.pem
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org1.example.com/users/User1@org1.example.com/keystore/e4af7f90fa89b3e63116da5d278855cfb11e048397261844db89244549918731_sk
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org1.example.com/users/User1@org1.example.com/signcerts/User1@org1.example.com-cert.pem
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org2.example.com/users/User1@org2.example.com/keystore/ce96b95b8ca136f17ff682d99a53f5f029bd90ba2dcd19aa04a1fbe6df59a3f1_sk
Reading file /Users/troy.ronda/go/src/github.com/hyperledger/fabric-sdk-go/test/fixtures/channel/crypto-config/peerOrganizations/org2.example.com/users/User1@org2.example.com/signcerts/User1@org2.example.com-cert.pem
12:44:35.783 [fabric_sdk_go] INFO : Constructed channel instance: \{orgchannel true map[] map[] 0xc420087900 <nil> 0xc42035f960 [] false}
--- FAIL: TestOrgsEndToEnd (0.09s)
 test_setup.go:221: CreateChannel returned error: Could not broadcast to orderer localhost:7050: broadcast response is not success : BAD_REQUEST",,jamesruan,troyronda,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy7w7:",,,,,,,,,,,,,,,,,,,,,,,,,,jamesruan,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
